"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,27000000,"１Ｋ",20,"2004年","ＲＣ","","住宅","商業",80,700,"2018年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,30000000,"１Ｋ",35,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2018年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,76000000,"２ＬＤＫ",60,"2008年","ＲＣ","住宅","住宅","準工業",60,300,"2018年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,35000000,"２ＤＫ",45,"1984年","ＳＲＣ","住宅","その他","商業",80,500,"2018年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,35000000,"２ＬＤＫ",55,"1984年","ＳＲＣ","住宅","その他","商業",80,500,"2018年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",8,22000000,"１Ｋ",15,"2001年","ＳＲＣ","住宅","住宅","商業",80,500,"2018年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,49000000,"１ＬＤＫ",40,"2013年","ＲＣ","住宅","住宅","商業",80,800,"2018年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,87000000,"２ＬＤＫ",65,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2018年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,20000000,"１Ｋ",15,"2003年","ＲＣ","","住宅","商業",80,500,"2018年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,130000000,"３ＬＤＫ",90,"2010年","ＲＣ","住宅","その他","準工業",60,300,"2018年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",4,55000000,"２ＬＤＫ",55,"2001年","ＳＲＣ","","住宅","商業",80,700,"2018年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,59000000,"３ＬＤＫ",60,"1997年","ＳＲＣ","","住宅","準工業",60,300,"2018年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,26000000,"１Ｒ",20,"2012年","ＲＣ","","住宅","商業",80,500,"2018年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",5,100000000,"２ＬＤＫ",75,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2018年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,20000000,"１Ｋ",20,"1998年","ＲＣ","住宅","","商業",80,500,"2018年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",2,30000000,"",25,"2006年","ＳＲＣ","住宅","住宅","商業",80,800,"2018年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",6,130000000,"３ＬＤＫ",85,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2018年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","五反田",8,22000000,"１Ｋ",15,"2001年","ＳＲＣ","住宅","その他","商業",80,500,"2018年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,29000000,"１Ｋ",20,"2006年","ＲＣ","住宅","住宅","１中住専",60,200,"2023年第４四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",2,100000000,"２ＬＤＫ",50,"2014年","ＲＣ","住宅","その他","商業",80,500,"2023年第４四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,60000000,"１ＬＤＫ",45,"1998年","ＳＲＣ","住宅","住宅","商業",80,500,"2023年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,27000000,"１Ｋ",20,"2006年","ＲＣ","住宅","住宅","１中住専",60,200,"2023年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,30000000,"１Ｋ",25,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2023年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",7,40000000,"１ＬＤＫ",35,"","ＲＣ","住宅","住宅","１中住専",60,300,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,29000000,"１Ｋ",20,"2006年","","","住宅","１中住専",60,200,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",7,34000000,"１ＤＫ",25,"","ＲＣ","住宅","住宅","１中住専",60,300,"2023年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",8,290000000,"３ＬＤＫ",195,"2001年","ＲＣ","住宅","住宅","１低住専",60,150,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",6,28000000,"１ＤＫ",30,"1998年","ＲＣ","住宅","住宅","１中住専",60,300,"2023年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",3,49000000,"１ＬＤＫ",45,"1989年","ＲＣ","住宅","住宅","１中住専",60,200,"2023年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,35000000,"１ＬＤＫ",30,"1998年","ＳＲＣ","住宅","住宅","商業",80,500,"2023年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",2,93000000,"２ＬＤＫ",50,"2014年","ＲＣ","住宅","その他","商業",80,500,"2023年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",2,39000000,"１ＬＤＫ",30,"2000年","ＳＲＣ","住宅","","商業",80,500,"2022年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",6,55000000,"２ＬＤＫ",60,"2001年","ＲＣ","住宅","住宅","１中住専",60,200,"2022年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",2,70000000,"２ＬＤＫ",60,"2006年","ＳＲＣ","住宅","住宅","商業",80,500,"2022年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,41000000,"１ＬＤＫ",30,"1998年","ＳＲＣ","住宅","住宅","商業",80,500,"2022年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,100000000,"２ＬＤＫ",70,"2015年","ＲＣ","","住宅","１中住専",60,300,"2022年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",2,31000000,"１Ｋ",25,"2000年","ＳＲＣ","住宅","その他","商業",80,500,"2022年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,49000000,"１Ｋ",45,"1998年","ＳＲＣ","住宅","その他","商業",80,500,"2022年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",6,24000000,"１Ｋ",20,"1998年","ＲＣ","住宅","住宅","１中住専",60,300,"2022年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",6,82000000,"１ＬＤＫ",55,"1991年","ＲＣ","住宅","住宅","１中住専",60,300,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",6,93000000,"１ＬＤＫ",60,"1991年","ＲＣ","住宅","住宅","１中住専",60,300,"2022年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,37000000,"１Ｒ",25,"2006年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",2,45000000,"１ＬＤＫ",30,"2000年","ＳＲＣ","","","商業",80,500,"2021年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,32000000,"１ＬＤＫ",30,"1998年","ＳＲＣ","住宅","その他","商業",80,500,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,31000000,"１Ｋ",30,"1998年","ＳＲＣ","住宅","その他","商業",80,500,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,22000000,"１Ｋ",20,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",3,60000000,"２ＬＤＫ",60,"2012年","ＲＣ","","住宅","１中住専",60,200,"2021年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",2,64000000,"２ＤＫ",60,"2006年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",3,50000000,"１ＬＤＫ",45,"1989年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",6,200000000,"３ＬＤＫ",140,"2007年","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",2,60000000,"２ＬＤＫ",50,"2006年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,21000000,"１Ｋ",20,"2006年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第2四半期","未改装",""
