"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",7,44000000,"２ＬＤＫ",55,"","ＲＣ","住宅","住宅","準工業",60,300,"2015年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",7,51000000,"３ＬＤＫ",65,"2001年","ＲＣ","住宅","その他","準工業",60,300,"2015年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",3,35000000,"３ＬＤＫ",60,"1980年","ＳＲＣ","住宅","住宅","準工業",60,300,"2015年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",6,54000000,"２ＬＤＫ",70,"2007年","ＳＲＣ","住宅","住宅","準工業",60,300,"2015年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",9,42000000,"３ＬＤＫ",75,"2000年","ＳＲＣ","住宅","その他","準工業",60,300,"2015年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",7,37000000,"３ＬＤＫ",65,"2001年","ＳＲＣ","住宅","住宅","準工業",60,300,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",9,36000000,"３ＬＤＫ",55,"","ＲＣ","住宅","住宅","準工業",60,300,"2015年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",1,35000000,"２ＬＤＫ",55,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",6,53000000,"２ＬＤＫ",65,"2007年","ＳＲＣ","住宅","住宅","準工業",60,300,"2015年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",1,46000000,"２ＬＤＫ",55,"2007年","ＲＣ","住宅","","準工業",60,300,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",7,41000000,"３ＬＤＫ",75,"2000年","ＳＲＣ","住宅","その他","準工業",60,300,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",2,60000000,"２ＬＤＫ",55,"2014年","ＲＣ","住宅","住宅","商業",80,500,"2016年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",9,18000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",7,96000000,"３ＬＤＫ",85,"2005年","ＲＣ","住宅","住宅","１中住専",60,300,"2016年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",7,16000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",2,47000000,"１ＬＤＫ",45,"2006年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",7,35000000,"３ＬＤＫ",65,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",7,77000000,"２ＬＤＫ",70,"2005年","ＲＣ","住宅","住宅","１中住専",60,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",6,33000000,"３ＬＤＫ",65,"1985年","ＳＲＣ","住宅","住宅","準工業",60,300,"2015年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,25000000,"１Ｋ",20,"2006年","ＲＣ","住宅","住宅","１中住専",60,200,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,32000000,"１ＤＫ",30,"1998年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",8,50000000,"３ＬＤＫ",75,"2003年","ＳＲＣ","住宅","住宅","準工業",60,300,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,14000000,"１Ｋ",15,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",9,28000000,"２ＬＤＫ",45,"1980年","ＳＲＣ","住宅","住宅","準工業",60,300,"2015年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",6,19000000,"１Ｋ",30,"1998年","ＲＣ","住宅","住宅","１中住専",60,300,"2016年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",6,26000000,"３ＤＫ",55,"1980年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,18000000,"１ＤＫ",15,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",8,51000000,"３ＬＤＫ",70,"2003年","ＳＲＣ","住宅","住宅","準工業",60,300,"2015年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",6,150000000,"３ＬＤＫ",125,"2007年","ＲＣ","住宅","住宅","１低住専",60,150,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",11,53000000,"２ＬＤＫ",75,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東五反田","高輪台",4,28000000,"１Ｋ",20,"2006年","ＲＣ","住宅","","１中住専",60,200,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","青物横丁",3,26000000,"３ＬＤＫ",50,"","ＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","青物横丁",4,53000000,"３ＬＤＫ",65,"","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","青物横丁",10,32000000,"２ＬＤＫ",60,"1980年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","青物横丁",7,39000000,"２ＬＤＫ",65,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","青物横丁",10,23000000,"２ＬＤＫ",60,"1980年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","青物横丁",7,47000000,"３ＬＤＫ",70,"1982年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","青物横丁",4,54000000,"３ＬＤＫ",70,"2003年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",7,68000000,"３ＬＤＫ",90,"2007年","ＳＲＣ","住宅","住宅","準工業",60,300,"2015年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,40000000,"２ＬＤＫ",55,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,67000000,"２ＬＤＫ",80,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",4,47000000,"１ＬＤＫ",55,"2005年","ＲＣ","住宅","住宅","商業",80,500,"2015年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",5,39000000,"オープンフロア",50,"2005年","ＲＣ","住宅","その他","商業",80,500,"2015年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,75000000,"２ＬＤＫ",75,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,73000000,"３ＬＤＫ",110,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,53000000,"２ＬＤＫ",70,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",9,68000000,"３ＬＤＫ",80,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,88000000,"３ＬＤＫ",110,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,47000000,"２ＬＤＫ",80,"2005年","ＲＣ","住宅","その他","準工業",60,300,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",6,20000000,"１Ｋ",20,"2002年","ＲＣ","住宅","住宅","準工業",60,300,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",5,42000000,"１ＬＤＫ",50,"2005年","ＲＣ","住宅","住宅","商業",80,500,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",5,44000000,"１ＬＤＫ",50,"2005年","ＲＣ","住宅","住宅","商業",80,500,"2015年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",6,20000000,"１Ｋ",20,"","ＲＣ","住宅","住宅","準工業",60,300,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",2,22000000,"１Ｋ",20,"2007年","ＲＣ","住宅","住宅","近隣商業",80,400,"2015年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",6,50000000,"２ＬＤＫ",65,"2007年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",2,38000000,"１ＬＤＫ",40,"2007年","ＲＣ","住宅","住宅","近隣商業",80,400,"2015年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",6,49000000,"２ＬＤＫ",65,"2007年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",4,60000000,"３ＬＤＫ",70,"2002年","ＳＲＣ","住宅","住宅","近隣商業",80,400,"2015年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",2,43000000,"２ＬＤＫ",55,"2010年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",6,51000000,"３ＬＤＫ",70,"2007年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",6,65000000,"３ＬＤＫ",85,"2007年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",1,42000000,"２ＬＤＫ",55,"2007年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",7,46000000,"２ＬＤＫ",65,"2000年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",5,30000000,"１ＬＤＫ",40,"2004年","ＲＣ","住宅","住宅","商業",80,400,"2015年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","品川シーサイド",7,49000000,"３ＬＤＫ",65,"2001年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",2,46000000,"２ＬＤＫ",60,"2000年","ＲＣ","住宅","住宅","近隣商業",80,400,"2015年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",2,39000000,"１ＬＤＫ",40,"2007年","ＲＣ","住宅","住宅","近隣商業",80,400,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",5,31000000,"２ＤＫ",45,"2004年","ＲＣ","住宅","住宅","商業",80,400,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",3,31000000,"２ＤＫ",40,"2003年","ＳＲＣ","住宅","住宅","商業",80,400,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","中延",4,32000000,"２ＬＤＫ",40,"2003年","ＳＲＣ","住宅","その他","商業",80,400,"2015年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",9,18000000,"３ＤＫ",50,"1973年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",11,43000000,"２ＬＤＫ",50,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",9,19000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",9,33000000,"３ＬＤＫ",50,"1973年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",8,30000000,"３ＬＤＫ",60,"1974年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",10,18000000,"２ＬＤＫ",60,"","ＲＣ","住宅","住宅","準工業",60,500,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","新馬場",8,50000000,"２ＬＤＫ",70,"2003年","ＳＲＣ","住宅","住宅","準工業",60,300,"2016年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越",1,57000000,"２ＬＤＫ",60,"2005年","ＲＣ","住宅","住宅","商業",80,500,"2015年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越",4,17000000,"１Ｋ",20,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越",3,15000000,"１Ｋ",20,"2003年","ＳＲＣ","住宅","その他","商業",80,500,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,55000000,"２ＬＤＫ",75,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",10,55000000,"３ＬＤＫ",80,"2000年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,52000000,"２ＬＤＫ",65,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,42000000,"１ＤＫ",55,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,70000000,"３ＬＤＫ",90,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,59000000,"２ＬＤＫ",85,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",6,21000000,"１Ｋ",20,"2002年","ＲＣ","住宅","その他","準工業",60,300,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",3,45000000,"１ＬＤＫ",55,"2005年","ＲＣ","住宅","住宅","商業",80,500,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,48000000,"２ＬＤＫ",60,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",7,44000000,"２ＬＤＫ",70,"1998年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",4,44000000,"１ＬＤＫ",50,"2005年","ＲＣ","住宅","住宅","商業",80,500,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,37000000,"２ＤＫ",55,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,70000000,"３ＬＤＫ",90,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",6,24000000,"１ＬＤＫ",20,"","ＲＣ","住宅","その他","準工業",60,300,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",5,47000000,"１ＬＤＫ",50,"2005年","ＲＣ","住宅","住宅","商業",80,500,"2016年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東品川","天王洲アイル",8,64000000,"２ＬＤＫ",90,"2005年","ＲＣ","住宅","住宅","準工業",60,300,"2016年第1四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,14000000,"１Ｋ",15,"1990年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,11000000,"１Ｋ",15,"1990年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第4四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,15000000,"１ＤＫ",30,"1972年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",7,38000000,"２ＬＤＫ",60,"1983年","ＳＲＣ","住宅","住宅","準工業",60,200,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,12000000,"１Ｋ",15,"1990年","ＳＲＣ","住宅","住宅","商業",80,500,"2015年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",6,69000000,"４ＬＤＫ",80,"2005年","ＲＣ","住宅","住宅","商業",80,500,"2015年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",7,45000000,"３ＬＤＫ",60,"1983年","ＳＲＣ","住宅","住宅","準工業",60,200,"2015年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,15000000,"１Ｋ",15,"2000年","ＲＣ","住宅","住宅","商業",80,500,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",5,37000000,"１ＬＤＫ",40,"2015年","ＲＣ","住宅","住宅","近隣商業",80,400,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",6,16000000,"１Ｋ",20,"2005年","ＲＣ","住宅","住宅","近隣商業",80,400,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,3600000,"１Ｒ",15,"1990年","ＳＲＣ","住宅","","商業",80,500,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",1,23000000,"１Ｋ",20,"2005年","ＲＣ","住宅","住宅","近隣商業",80,400,"2016年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",2,40000000,"１ＬＤＫ",40,"2007年","ＲＣ","住宅","住宅","近隣商業",80,400,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",2,44000000,"１ＬＤＫ",40,"2007年","ＲＣ","住宅","住宅","近隣商業",80,400,"2016年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",2,21000000,"１Ｋ",25,"2007年","ＲＣ","住宅","住宅","近隣商業",80,400,"2016年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",3,40000000,"２ＬＤＫ",40,"2003年","ＳＲＣ","住宅","住宅","商業",80,400,"2016年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",1,29000000,"１Ｋ",20,"2005年","ＲＣ","住宅","住宅","近隣商業",80,400,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","荏原中延",1,16000000,"１Ｋ",20,"2005年","ＲＣ","住宅","住宅","近隣商業",80,400,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","東中延","中延",6,38000000,"１ＬＤＫ",40,"2012年","ＲＣ","住宅","住宅","商業",80,400,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","荏原中延",7,23000000,"１Ｋ",20,"2002年","ＲＣ","住宅","住宅","近隣商業",80,400,"2016年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","下神明",3,45000000,"３ＬＤＫ",60,"1986年","ＲＣ","住宅","住宅","近隣商業",80,300,"2015年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","下神明",4,18000000,"１Ｋ",10,"1984年","ＲＣ","住宅","住宅","近隣商業",80,300,"2015年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","下神明",2,63000000,"２ＬＤＫ＋Ｓ",70,"2005年","ＲＣ","住宅","住宅","１種住居",60,200,"2015年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","下神明",4,28000000,"２ＬＤＫ",55,"1986年","ＲＣ","住宅","住宅","近隣商業",80,300,"2015年第1四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","下神明",4,6000000,"１Ｋ",10,"1984年","ＲＣ","住宅","住宅","近隣商業",80,300,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","下神明",4,34000000,"１ＬＤＫ",40,"2003年","ＲＣ","住宅","住宅","近隣商業",80,300,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","下神明",4,5800000,"１Ｋ",10,"1984年","ＲＣ","住宅","","近隣商業",80,300,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","中延",8,43000000,"４ＬＤＫ",85,"1996年","ＲＣ","住宅","住宅","近隣商業",80,300,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越",3,16000000,"１Ｋ",20,"2003年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越",3,16000000,"１Ｋ",20,"2003年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越",2,19000000,"１Ｋ",15,"2000年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第2四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越",3,16000000,"１Ｋ",20,"2003年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第2四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越",3,13000000,"１Ｋ",20,"2003年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","西大井",7,22000000,"１ＤＫ",25,"1998年","ＲＣ","住宅","","近隣商業",80,300,"2015年第2四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","二葉","西大井",2,20000000,"１Ｋ",20,"2010年","ＲＣ","住宅","住宅","準工業",60,200,"2015年第1四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,24000000,"１ＬＤＫ",35,"1972年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第4四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,11000000,"１Ｒ",15,"1990年","ＳＲＣ","住宅","","商業",80,500,"2016年第4四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,15000000,"１Ｋ",15,"2000年","ＲＣ","住宅","","商業",80,500,"2016年第3四半期","",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",5,42000000,"３ＬＤＫ",60,"1990年","ＳＲＣ","住宅","住宅","商業",80,500,"2016年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13109","東京都","品川区","平塚","戸越銀座",4,17000000,"１Ｋ",15,"2000年","ＲＣ","住宅","住宅","商業",80,500,"2016年第3四半期","改装済み",""
